yManuf,yHlth,Intercept,Mkt.RF,SMB,HML,RMW,CMA,MOM
0.026284537,0.011050496,1,0.033514159,0.021142486,0.018221479,0.00015757,-0.003496081,-0.016509501
-0.00380591,0.01692273,1,-0.002865101,-0.014869553,-0.00878542,0.002191462,-0.006194726,-0.004328504
0.002450398,-0.000833012,1,0.00308348,0.001932038,0.007281732,8.92E-05,0.001198367,0.007600675
-0.010945572,-0.010622131,1,-0.011587691,-0.00080801,0.000793028,0.004603874,-0.000601691,-0.001109273
0.011636763,0.030835064,1,0.017072393,-0.007495507,-0.012067455,-0.008077614,-0.001207901,-0.018476574
-0.00767152,0.001173001,1,0.000878744,0.004306506,-0.009089772,0.001493573,-0.006504288,0.007347697
0.003494566,-0.018382628,1,-0.003023013,-0.012390001,-0.001421634,0.004796847,0.002995841,0.001940455
0.008219171,-0.001040077,1,0.011591898,0.003255121,0.005743483,0.000283878,-0.00102089,0.023070097
-0.00428436,0.02757346,1,0.001544429,0.00382049,-0.006528448,-0.003236978,-0.000815853,-0.006882188
0.007270154,0.005294123,1,0.008801674,-0.000961989,-0.010175798,0.005194927,-0.002703071,-0.01009135
0.003588332,0.030814947,1,0.015275631,-0.005393691,-0.003531359,0.000883299,-0.006389242,-0.003609812
0.002882858,0.01103381,1,0.004891139,-0.011965277,-0.004137539,0.008210839,-0.006903376,-0.012064998
0.00671816,0.016463872,1,0.006477611,-0.006435076,-0.002669973,-0.004128251,-0.003123683,0.010389766
-0.014039879,0.000566817,1,-0.005506173,-0.013437693,-0.01779174,0.002571896,-0.01146301,-0.009090316
0.010432314,-0.0062671,1,0.004867197,0.018205049,-0.004303548,0.001987745,-0.000225668,0.002886898
-0.013309623,-0.011177318,1,-0.016477921,-0.01127568,-0.017425552,0.005677611,-0.000611399,-0.012774908
0.01045357,0.002633632,1,0.010619991,0.017003933,0.007137027,-0.0035,0.001587891,0.002452662
